ASX Code,Security Group Code,Issuer Name Full,Product Description Abbrev,Last Price ($),Business Date
NI2KOA,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 29213.6994 MINIL,3.97,20230628
NI2KOC,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 28830.1217 MINIL,4.13,20230607
NI2KOD,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 31023.2285 MINIL,2.49,20230629
NI2KOE,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 27688.2832 MINIL,5.01,20230627
NI2KOF,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 15282.191 MINIL ,14.9,20230419
NI2KOG,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 26541.6611 MINIL,-,-
NI2KOI,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 25393.7286 MINIL,-,-
NI2KOJ,WAR,NIKKEI 225 INDEX FUTURES (SGX),CTW 26090.9444 MINIL,-,-
NICJOC,WAR,NICU METALS LIMITED,CTW NOV32 0.4706 IM ,0.67,20230202
NICJOD,WAR,NICU METALS LIMITED,CTW NOV32 0.6589 IM ,0.29,20230616
NICKOA,WAR,NICU METALS LIMITED,CTW 0.3154 MINIL    ,0.59,20230615
NICKOB,WAR,NICU METALS LIMITED,CTW 0.3994 MINIL    ,-,-
NICKOD,WAR,NICU METALS LIMITED,CTW 0.4902 MINIL    ,0.515,20230419
NICKOE,WAR,NICU METALS LIMITED,CTW 0.4834 MINIL    ,-,-
NICKOF,WAR,NICU METALS LIMITED,CTW 0.5673 MINIL    ,0.295,20230626
NSRJOA,WAR,NATIONAL STORAGE REIT,CTW MAR25 1.1868 IM ,1.385,20230605
NSRJOB,WAR,NATIONAL STORAGE REIT,CTW SEP25 0.9417 IM ,-,-
NSRKOA,WAR,NATIONAL STORAGE REIT,CTW 1.3531 MINIL    ,0.43,20190530
NSRKOB,WAR,NATIONAL STORAGE REIT,CTW 1.7527 MINIL    ,1.325,20200512
NSTJOA,WAR,NORTHERN STAR RESOURCES LTD,CTW NOV32 5.3233 IM ,8.11,20230522
NSTJOB,WAR,NORTHERN STAR RESOURCES LTD,CTW JUL32 4.2042 IM ,9.63,20230418
NSTJOC,WAR,NORTHERN STAR RESOURCES LTD,CTW MAY26 5.2202 IM ,7.46,20230622
NSTJOD,WAR,NORTHERN STAR RESOURCES LTD,CTW NOV32 7.4463 IM ,5.62,20230614
NSTKOA,WAR,NORTHERN STAR RESOURCES LTD,CTW 4.5693 MINIL    ,8.06,20230208
NSTKOB,WAR,NORTHERN STAR RESOURCES LTD,CTW 8.2277 MINIL    ,4.36,20230626
NSTKOD,WAR,NORTHERN STAR RESOURCES LTD,CTW 4.4955 MINIL    ,7.86,20230117
NSTKOE,WAR,NORTHERN STAR RESOURCES LTD,CTW 3.0909 MINIL    ,6.02,20220214
NSTKOG,WAR,NORTHERN STAR RESOURCES LTD,CTW 9.6626 MINIL    ,3.57,20230613
NSTKOH,WAR,NORTHERN STAR RESOURCES LTD,CTW 10.1615 MINIL   ,2.34,20230623
NUFKOA,WAR,NUFARM LIMITED,CTW 2.7026 MINIL    ,2.45,20230629
NUFKOB,WAR,NUFARM LIMITED,CTW 4.1461 MINIL    ,0.895,20230629
NUFKOD,WAR,NUFARM LIMITED,CTW 2.8869 MINIL    ,0.7,20230314
NWHKOA,WAR,NRW HOLDINGS LIMITED,CTW 1.6493 MINIL    ,-,-
NWHKOB,WAR,NRW HOLDINGS LIMITED,CTW 1.4773 MINIL    ,1.575,20230127
NWHKOC,WAR,NRW HOLDINGS LIMITED,CTW 1.8692 MINIL    ,0.47,20230626
NWLJOA,WAR,NEW TEL LIMITED,CTW JUL32 6.2687 IM ,6.86,20230418
NWLJOF,WAR,NEW TEL LIMITED,CTW MAR25 8.8888 IM ,5.14,20230620
NXTJOA,WAR,NEXTDC LIMITED,CTW NOV32 4.7272 IM ,-,-
NXTJOB,WAR,NEXTDC LIMITED,CTW NOV23 5.7277 IM ,5.74,20210324
NXTJOC,WAR,NEXTDC LIMITED,CTW FEB25 6.4175 IM ,6.59,20230619
NXTJOE,WAR,NEXTDC LIMITED,CTW NOV32 6.543 IM  ,5.17,20230424
NXTKOE,WAR,NEXTDC LIMITED,CTW 2.6777 MINIL    ,9.23,20230519
OMLKOA,WAR,OOH!MEDIA LIMITED,CTW 0.6168 MINIL    ,0.55,20230504
ORAJOB,WAR,ORORA LIMITED,CTW FEB33 1.7505 IM ,1.7,20230405
ORAJOC,WAR,ORORA LIMITED,CTW FEB25 2.14 IM   ,1.275,20230217
ORAJOD,WAR,ORORA LIMITED,CTW FEB33 1.4725 IM ,-,-
ORAKOA,WAR,ORORA LIMITED,CTW 1.3067 MINIL    ,1.215,20210209
ORAKOC,WAR,ORORA LIMITED,CTW 2.2311 MINIL    ,0.945,20230614
ORGIOB,WAR,ORIGIN ENERGY LIMITED,CTW NOV23 3.00 R I W,5.49,20230412
ORGIOE,WAR,ORIGIN ENERGY LIMITED,CTW SEP23 3.25 R I W,-,-
ORGJOA,WAR,ORIGIN ENERGY LIMITED,CTW SEP25 2.5896 IM ,5.75,20230419
ORGJOB,WAR,ORIGIN ENERGY LIMITED,CTW MAY26 2.177 IM  ,-,-
ORGJOE,WAR,ORIGIN ENERGY LIMITED,CTW MAR25 3.5642 IM ,4.74,20230524
ORGKOA,WAR,ORIGIN ENERGY LIMITED,CTW 5.4659 MINIL    ,4.59,20230124
ORGKOB,WAR,ORIGIN ENERGY LIMITED,CTW 5.7632 MINIL    ,2.65,20230529
ORGKOC,WAR,ORIGIN ENERGY LIMITED,CTW 4.2988 MINIL    ,4.06,20230420
ORGSO1,WAR,ORIGIN ENERGY LIMITED,CTW SEP25 1.6428 IW ,2.16,20210730
ORGSO2,WAR,ORIGIN ENERGY LIMITED,CTW NOV32 3.9613 IW ,2.98,20230213
ORGSO5,WAR,ORIGIN ENERGY LIMITED,CTW MAR25 2.5021 IW ,2.37,20211108
ORGSOA,WAR,ORIGIN ENERGY LIMITED,CTW 2.1888 FEB26 IW ,3.49,20221003
ORGSOB,WAR,ORIGIN ENERGY LIMITED,CTW 4.3356 MAY28 IW ,-,-
ORGSWB,WAR,ORIGIN ENERGY LIMITED,WBC 3.0008 JUN24 IW ,3.44,20220602
ORIIOB,WAR,ORICA LIMITED,CTW NOV23 7.50 R I W,-,-
ORIJOA,WAR,ORICA LIMITED,CTW SEP25 9.4167 IM ,5.38,20230629
ORIJOB,WAR,ORICA LIMITED,CTW MAR25 8.0912 IM ,6.8,20230630
ORIJOC,WAR,ORICA LIMITED,CTW MAY26 6.9298 IM ,-,-
ORIKOB,WAR,ORICA LIMITED,CTW 12.4967 MINIL   ,3.59,20230417
ORIKOC,WAR,ORICA LIMITED,CTW 10.3995 MINIL   ,3.97,20221102
ORIKOD,WAR,ORICA LIMITED,CTW 11.6182 MINIL   ,4.1,20230208
OZFJOA,WAR,SPDR S&P/ASX 200 FINANCIALS EX A-REIT FUND,CTW APR24 9.7096 IM ,13.36,20210901
OZFJOB,WAR,SPDR S&P/ASX 200 FINANCIALS EX A-REIT FUND,CTW SEP25 8.2396 IM ,14.75,20210903
PDNJOA,WAR,PALADIN ENERGY LTD,CTW MAY26 0.3191 IM ,0.42,20230630
PDNJOB,WAR,PALADIN ENERGY LTD,CTW MAY26 0.2394 IM ,0.46,20230606
PDNJOC,WAR,PALADIN ENERGY LTD,CTW JUL32 0.2581 IM ,0.53,20221007
PDNKOB,WAR,PALADIN ENERGY LTD,CTW 0.3975 MINIL    ,0.275,20230627
PDNKOC,WAR,PALADIN ENERGY LTD,CTW 0.276 MINIL     ,0.43,20230626
PL8JOB,WAR,PLATO INCOME MAXIMISER LIMITED.,CTW NOV23 0.7831 IM ,0.455,20230616
PLSJOA,WAR,PILBARA MINERALS LIMITED,CTW JUL32 1.4301 IM ,3.58,20230622
PLSJOB,WAR,PILBARA MINERALS LIMITED,CTW NOV32 2.3008 IM ,2.54,20230628
PLSJOF,WAR,PILBARA MINERALS LIMITED,CTW FEB33 2.4095 IM ,2.33,20230629
PLSKOA,WAR,PILBARA MINERALS LIMITED,CTW 1.5297 MINIL    ,3.44,20230622
PLSKOD,WAR,PILBARA MINERALS LIMITED,CTW 2.6751 MINIL    ,2.14,20230629
PLSKOG,WAR,PILBARA MINERALS LIMITED,CTW 2.0153 MINIL    ,2.8,20230615
PMEJOA,WAR,PRO MEDICUS LIMITED,CTW APR24 12.7427 IM,35.52,20220117
PMEJOB,WAR,PRO MEDICUS LIMITED,CTW MAR25 26.0968 IM,41.96,20230201
PMEJOF,WAR,PRO MEDICUS LIMITED,CTW FEB25 31.3139 IM,34.7,20230629
PMEKOA,WAR,PRO MEDICUS LIMITED,CTW 25.5924 MINIL   ,25.97,20221012
PMEKOB,WAR,PRO MEDICUS LIMITED,CTW 29.0644 MINIL   ,25.87,20221007
PMEKOC,WAR,PRO MEDICUS LIMITED,CTW 36.2195 MINIL   ,32.5,20230619
PMEKOE,WAR,PRO MEDICUS LIMITED,CTW 19.7577 MINIL   ,41.2,20211220
PMVKOA,WAR,PREMIER INVESTMENTS LIMITED,CTW 14.7422 MINIL   ,5.65,20230630
PMVKOB,WAR,PREMIER INVESTMENTS LIMITED,CTW 12.7238 MINIL   ,14.96,20230309
PMVKOC,WAR,PREMIER INVESTMENTS LIMITED,CTW 10.5126 MINIL   ,-,-
PNVJOA,WAR,POLYNOVO LIMITED,CTW NOV23 0.4515 IM ,1.88,20190909
PNVJOB,WAR,POLYNOVO LIMITED,CTW NOV23 0.5805 IM ,0.9,20230622
PNVJOC,WAR,POLYNOVO LIMITED,CTW JUL32 0.9892 IM ,0.515,20230628
PNVJOD,WAR,POLYNOVO LIMITED,CTW APR24 0.7008 IM ,1,20230608
PNVKOA,WAR,POLYNOVO LIMITED,CTW 1.068 MINIL     ,0.615,20230607
PNVKOB,WAR,POLYNOVO LIMITED,CTW 1.0171 MINIL    ,0.635,20230607
PNVKOC,WAR,POLYNOVO LIMITED,CTW 0.9154 MINIL    ,-,-
PPTJOB,WAR,PERPETUAL LIMITED,CTW NOV32 12.0085 IM,13.04,20230623
PPTJOC,WAR,PERPETUAL LIMITED,CTW JUL24 17.0242 IM,8.44,20230615
PPTJOD,WAR,PERPETUAL LIMITED,CTW NOV32 16.9657 IM,8,20230626
PPTKOB,WAR,PERPETUAL LIMITED,CTW 17.0563 MINIL   ,8.1,20230502
PPTKOC,WAR,PERPETUAL LIMITED,CTW 19.0639 MINIL   ,7.23,20230620
PPTKOD,WAR,PERPETUAL LIMITED,CTW 14.2932 MINIL   ,11.29,20230515
PPTKOE,WAR,PERPETUAL LIMITED,CTW 13.2225 MINIL   ,-,-
PPTKOF,WAR,PERPETUAL LIMITED,CTW 15.2568 MINIL   ,-,-
PRUKOA,WAR,PERSEUS MINING LIMITED,CTW 1.032 MINIL     ,0.72,20230616
PRUKOB,WAR,PERSEUS MINING LIMITED,CTW 0.8451 MINIL    ,1.455,20230320
PRUKOC,WAR,PERSEUS MINING LIMITED,CTW 1.3127 MINIL    ,0.43,20230616
PTMJOA,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW JUL32 1.1183 IM ,0.58,20230622
PTMJOB,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW JUL32 0.8602 IM ,0.91,20230607
PTMKOA,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW 1.2985 MINIL    ,0.91,20230203
PTMKOC,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW 1.0823 MINIL    ,0.65,20230322
PTMSO1,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW JAN32 1.0659 IW ,0.645,20230530
PTMSO3,WAR,PLATINUM ASSET MANAGEMENT LIMITED,CTW JUL32 0.7136 IW ,-,-
QANBOA,WAR,QANTAS AIRWAYS LIMITED,CTW JUL23 QAN BONUS ,-,-
QANIOB,WAR,QANTAS AIRWAYS LIMITED,CTW NOV23 3.25 R I W,3.39,20230315
QANIOE,WAR,QANTAS AIRWAYS LIMITED,CTW SEP23 2.50 R I W,-,-
QANJOA,WAR,QANTAS AIRWAYS LIMITED,CTW MAR25 2.4004 IM ,3.98,20230622
QANJOB,WAR,QANTAS AIRWAYS LIMITED,CTW SEP25 2.5896 IM ,2.41,20220825
QANJOC,WAR,QANTAS AIRWAYS LIMITED,CTW JAN32 3.2618 IM ,3.12,20230413
QANKOA,WAR,QANTAS AIRWAYS LIMITED,CTW 3.5066 MINIL    ,3.11,20230419
QANKOB,WAR,QANTAS AIRWAYS LIMITED,CTW 5.0856 MINIL    ,1.115,20230628
QANKOC,WAR,QANTAS AIRWAYS LIMITED,CTW 4.0685 MINIL    ,2,20230626
QANKOE,WAR,QANTAS AIRWAYS LIMITED,CTW 1.8042 MINIL    ,4.6,20230109
QANKOF,WAR,QANTAS AIRWAYS LIMITED,CTW 1.0569 MINIL    ,3.18,20200311
QANKOG,WAR,QANTAS AIRWAYS LIMITED,CTW 4.755 MINIL     ,1.49,20230623
QANSWB,WAR,QANTAS AIRWAYS LIMITED,WBC 2.8716 JUN24 IW ,2.76,20210802
QBEIOB,WAR,QBE INSURANCE GROUP LIMITED,CTW NOV23 6.50 R I W,8.61,20230217
QBEIOD,WAR,QBE INSURANCE GROUP LIMITED,CTW 10.00 NOV23 IW  ,-,-
QBEIOE,WAR,QBE INSURANCE GROUP LIMITED,CTW SEP23 6.50 R I W,-,-
QBEJOA,WAR,QBE INSURANCE GROUP LIMITED,CTW MAY26 7.4313 IM ,8.16,20230622
QBEJOC,WAR,QBE INSURANCE GROUP LIMITED,CTW SEP25 4.7084 IM ,4.87,20210219
QBEJOD,WAR,QBE INSURANCE GROUP LIMITED,CTW NOV32 6.6829 IM ,7.95,20230403
QBEJOE,WAR,QBE INSURANCE GROUP LIMITED,CTW NOV32 9.3602 IM ,4.13,20230210
QBEJOF,WAR,QBE INSURANCE GROUP LIMITED,CTW FEB33 6.621 IM  ,-,-
QBEJOG,WAR,QBE INSURANCE GROUP LIMITED,CTW FEB33 9.8542 IM ,-,-
QBEKOA,WAR,QBE INSURANCE GROUP LIMITED,CTW 6.2208 MINIL    ,5.62,20210924
QBEKOB,WAR,QBE INSURANCE GROUP LIMITED,CTW 11.2564 MINIL   ,6.05,20230320
QBEKOC,WAR,QBE INSURANCE GROUP LIMITED,CTW 9.5888 MINIL    ,2.45,20221021
QBEKOE,WAR,QBE INSURANCE GROUP LIMITED,CTW 12.1095 MINIL   ,3.35,20230623
QBEKOF,WAR,QBE INSURANCE GROUP LIMITED,CTW 9.7786 MINIL    ,5.1,20230524
QBESO1,WAR,QBE INSURANCE GROUP LIMITED,CTW FEB33 4.5006 IW ,10.36,20230302
QBESO3,WAR,QBE INSURANCE GROUP LIMITED,CTW FEB33 8.6503 IW ,-,-
QBESO4,WAR,QBE INSURANCE GROUP LIMITED,CTW FEB25 6.1245 IW ,4.25,20220309
QBESOA,WAR,QBE INSURANCE GROUP LIMITED,CTW 7.6232 NOV24 IW ,6.08,20220505
QBESWB,WAR,QBE INSURANCE GROUP LIMITED,WBC 5.2371 JUN24 IW ,6.51,20210506
QLTSO1,WAR,BETASHARES GLOBAL QUALITY LEADERS ETF,CTW JAN32 12.6612 IW,-,-
QLTSO2,WAR,BETASHARES GLOBAL QUALITY LEADERS ETF,CTW JAN32 10.7877 IW,11.71,20230406
QOZJOA,WAR,BETASHARES FTSE RAFI AUSTRALIA 200 ETF,CTW JUL32 6.8386 IM ,7.53,20230316
QOZSOA,WAR,BETASHARES FTSE RAFI AUSTRALIA 200 ETF,CTW 6.0756 MAY28 IW ,-,-
QOZSOB,WAR,BETASHARES FTSE RAFI AUSTRALIA 200 ETF,CTW 7.1595 MAY28 IW ,-,-
QOZSOC,WAR,BETASHARES FTSE RAFI AUSTRALIA 200 ETF,CTW 8.2434 MAY28 IW ,-,-
QOZSWB,WAR,BETASHARES FTSE RAFI AUSTRALIA 200 ETF,WBC 4.2433 JUN24 IW ,9.81,20210827
QUBKOA,WAR,QUBE HOLDINGS LIMITED,CTW 2.0352 MINIL    ,0.98,20220224
QUBSOA,WAR,QUBE HOLDINGS LIMITED,CTW 1.7955 NOV24 IW ,1.43,20230208
REAJOA,WAR,REA GROUP LTD,CTW JUL24 62.9694 IM,65.45,20230315
REAJOB,WAR,REA GROUP LTD,CTW JUL24 48.4928 IM,109.23,20210816
REAJOC,WAR,REA GROUP LTD,CTW JUL32 70.1282 IM,-,-
REAJOD,WAR,REA GROUP LTD,CTW MAY26 79.2942 IM,50.98,20230609
REAKOA,WAR,REA GROUP LTD,CTW 112.7075 MINIL  ,68.25,20230406
REAKOF,WAR,REA GROUP LTD,CTW 47.6843 MINIL   ,70.87,20200116
REGKOA,WAR,REGIS HEALTHCARE LIMITED,CTW 0.8864 MINIL    ,0.52,20180921
REGKOB,WAR,REGIS HEALTHCARE LIMITED,CTW 1.2349 MINIL    ,0.34,20230306
REHJOA,WAR,REECE LIMITED,CTW JUL24 9.6012 IM ,9.82,20230619
REHJOB,WAR,REECE LIMITED,CTW JUL24 6.234 IM  ,21.6,20211230
REHKOB,WAR,REECE LIMITED,CTW 10.3109 MINIL   ,8.2,20230628
RGNKOA,WAR,REGION GROUP,CTW 1.2811 MINIL    ,1.36,20220824
RGNKOB,WAR,REGION GROUP,CTW 1.5335 MINIL    ,-,-
RGNKOC,WAR,REGION GROUP,CTW 1.7659 MINIL    ,0.785,20230208
RHCJOB,WAR,RAMSAY HEALTH CARE LIMITED,CTW NOV23 43.0604 IM,18,20230516
RHCJOC,WAR,RAMSAY HEALTH CARE LIMITED,CTW JUL24 46.5974 IM,9,20230630
RHCJOD,WAR,RAMSAY HEALTH CARE LIMITED,CTW JUL24 39.041 IM ,28.2,20230313
RHCJOE,WAR,RAMSAY HEALTH CARE LIMITED,CTW MAR25 30.2951 IM,36,20221125
RHCSO3,WAR,RAMSAY HEALTH CARE LIMITED,CTW NOV23 26.1014 IW,40.7,20190903
RHCSO4,WAR,RAMSAY HEALTH CARE LIMITED,CTW FEB25 38.2678 IW,16.35,20230626
RHCSOA,WAR,RAMSAY HEALTH CARE LIMITED,CTW 46.1275 NOV24 IW,19.85,20230523
RHCSWB,WAR,RAMSAY HEALTH CARE LIMITED,WBC 36.2241 JUN24 IW,40.13,20210324
RIOBOA,WAR,RIO TINTO LIMITED,CTW JUL23 RIO BONUS ,-,-
RIOIOB,WAR,RIO TINTO LIMITED,CTW NOV23 49.00 R IW,76,20230214
RIOIOC,WAR,RIO TINTO LIMITED,CTW NOV23 55.00 R IW,59.12,20230509
RIOIOE,WAR,RIO TINTO LIMITED,CTW SEP23 53.00 R IW,44.7,20221102
RIOJOA,WAR,RIO TINTO LIMITED,CTW MAR25 71.6606 IM,34.79,20230525
RIOJOB,WAR,RIO TINTO LIMITED,CTW MAR25 80.4622 IM,34.27,20230627
RIOJOC,WAR,RIO TINTO LIMITED,CTW MAR25 53.9384 IM,60.83,20230609
RIOJOE,WAR,RIO TINTO LIMITED,CTW NOV32 80.6858 IM,31.84,20230626
RIOJOF,WAR,RIO TINTO LIMITED,CTW FEB33 61.7819 IM,44.78,20230525
RIOJOY,WAR,RIO TINTO LIMITED,CTW JUL23 64.5069 IM,47.65,20230607
RIOKOE,WAR,RIO TINTO LIMITED,CTW 20.9772 MINIL   ,44.86,20200326
RIOKOG,WAR,RIO TINTO LIMITED,CTW 95.5527 MINIL   ,19.5,20230630
RIOKOL,WAR,RIO TINTO LIMITED,CTW 92.146 MINIL    ,21.73,20230627
RIOKON,WAR,RIO TINTO LIMITED,CTW 90.3282 MINIL   ,26.3,20230614
RIOMOA,WAR,RIO TINTO LIMITED,CTW 87.2712 MINIL   ,28.25,20230614
RIOMOB,WAR,RIO TINTO LIMITED,CTW 98.8384 MINIL   ,19.4,20230620
RIOSO1,WAR,RIO TINTO LIMITED,CTW NOV32 54.2742 IW,60.14,20230630
RIOSO4,WAR,RIO TINTO LIMITED,CTW JUL24 29.3134 IW,89.01,20220419
RIOSO5,WAR,RIO TINTO LIMITED,CTW FEB33 57.5349 IW,-,-
RIOSO6,WAR,RIO TINTO LIMITED,CTW FEB25 44.3134 IW,71.23,20221229
RIOSOA,WAR,RIO TINTO LIMITED,CTW 39.1013 NOV24 IW,77.3,20220324
RIOSOB,WAR,RIO TINTO LIMITED,CTW 42.0185 JUL25 IW,68.89,20221114
RIOSOC,WAR,RIO TINTO LIMITED,CTW 63.9716 FEB26 IW,64.8,20220609
RIOSOD,WAR,RIO TINTO LIMITED,CTW 69.3722 FEB26 IW,64.07,20220404
RIOSOE,WAR,RIO TINTO LIMITED,CTW 56.1678 JUN27 IW,-,-
RIOSOF,WAR,RIO TINTO LIMITED,CTW 77.0693 JUN27 IW,53.6,20230503
RIOSOG,WAR,RIO TINTO LIMITED,CTW 47.6916 MAY28 IW,-,-
RIOSWB,WAR,RIO TINTO LIMITED,WBC 22.4966 JUN24 IW,72.18,20220105
RMDKOE,WAR,RESMED INC,CTW 6.8003 MINIL    ,7.26,20190205
RRLJOA,WAR,REGIS RESOURCES LIMITED,CTW JUL32 0.7312 IM ,-,-
RRLJOC,WAR,REGIS RESOURCES LIMITED,CTW JAN32 0.9697 IM ,0.98,20230616
RRLKOA,WAR,REGIS RESOURCES LIMITED,CTW 1.3183 MINIL    ,0.52,20230630
RRLKOE,WAR,REGIS RESOURCES LIMITED,CTW 1.0856 MINIL    ,0.775,20230623
RWCJOA,WAR,RELIANCE WORLDWIDE CORPORATION LIMITED,CTW JUL24 1.4638 IM ,0.66,20220926
RWCJOB,WAR,RELIANCE WORLDWIDE CORPORATION LIMITED,CTW JUL24 2.3703 IM ,1.84,20230620
RWCJOC,WAR,RELIANCE WORLDWIDE CORPORATION LIMITED,CTW JUL24 2.074 IM  ,1.41,20230313
RWCJOD,WAR,RELIANCE WORLDWIDE CORPORATION LIMITED,CTW MAR25 1.77 IM   ,2.79,20201005
S32JOA,WAR,SOUTH32 LIMITED,CTW NOV32 2.123 IM  ,1.63,20230630
S32JOB,WAR,SOUTH32 LIMITED,CTW JAN32 2.3439 IM ,1.4,20230629
S32JOC,WAR,SOUTH32 LIMITED,CTW MAR25 1.4975 IM ,2.43,20220801
S32JOD,WAR,SOUTH32 LIMITED,CTW MAR25 1.377 IM  ,1.71,20210608
S32JOE,WAR,SOUTH32 LIMITED,CTW MAR25 1.134 IM  ,2.8,20230525
S32JOF,WAR,SOUTH32 LIMITED,CTW NOV32 2.9702 IM ,0.785,20230629
S32KOB,WAR,SOUTH32 LIMITED,CTW 0.8743 MINIL    ,2.74,20211222
S32KOD,WAR,SOUTH32 LIMITED,CTW 3.095 MINIL     ,0.845,20230619
S32KOE,WAR,SOUTH32 LIMITED,CTW 2.8001 MINIL    ,0.97,20230628
S32KOF,WAR,SOUTH32 LIMITED,CTW 2.9366 MINIL    ,1.155,20230511
SCGJOA,WAR,SCENTRE GROUP,CTW SEP25 1.4125 IM ,1.2,20230622
SCGJOC,WAR,SCENTRE GROUP,CTW MAR25 1.0528 IM ,1.6,20230608
SCGKOA,WAR,SCENTRE GROUP,CTW 1.9425 MINIL    ,0.765,20221006
SCGKOE,WAR,SCENTRE GROUP,CTW 1.4494 MINIL    ,1.345,20220819
SCGSO1,WAR,SCENTRE GROUP,CTW MAR25 0.9674 IW ,-,-
SCGSO2,WAR,SCENTRE GROUP,CTW MAY26 1.3856 IW ,1.45,20230418
SEKJOA,WAR,SEEK LIMITED,CTW APR24 11.8768 IM,10.1,20230616
SEKJOB,WAR,SEEK LIMITED,CTW FEB25 7.8664 IM ,15.2,20220822
SEKKOA,WAR,SEEK LIMITED,CTW 16.6644 MINIL   ,4.53,20230628
SEKKOB,WAR,SEEK LIMITED,CTW 15.2703 MINIL   ,8.14,20230606
SEKKOC,WAR,SEEK LIMITED,CTW 13.8868 MINIL   ,8,20230609
SFRJOA,WAR,SANDFIRE RESOURCES LIMITED,CTW JUL32 2.5329 IM ,3.39,20230630
SFRJOB,WAR,SANDFIRE RESOURCES LIMITED,CTW JUL32 2.1028 IM ,3.4,20230525
SFRJOC,WAR,SANDFIRE RESOURCES LIMITED,CTW JUL32 1.7204 IM ,4.72,20230208
SFRJOD,WAR,SANDFIRE RESOURCES LIMITED,CTW FEB33 3.1097 IM ,2.89,20230628
SFRKOB,WAR,SANDFIRE RESOURCES LIMITED,CTW 4.30 MINIL      ,2.06,20230619
SFRKOD,WAR,SANDFIRE RESOURCES LIMITED,CTW 3.6743 MINIL    ,2.4,20230615
SFRKOE,WAR,SANDFIRE RESOURCES LIMITED,CTW 3.1494 MINIL    ,2.76,20230630
SFRKOF,WAR,SANDFIRE RESOURCES LIMITED,CTW 2.8778 MINIL    ,1.435,20230515
SFRKOG,WAR,SANDFIRE RESOURCES LIMITED,CTW 3.4062 MINIL    ,-,-
SFYJOA,WAR,SPDR S&P/ASX 50 FUND,CTW APR24 35.7684 IM,25.22,20221010
SFYSO4,WAR,SPDR S&P/ASX 50 FUND,CTW FEB25 14.3084 IW,49.73,20230302
SFYSO5,WAR,SPDR S&P/ASX 50 FUND,CTW FEB25 32.555 IW ,26.25,20220627
SFYSOA,WAR,SPDR S&P/ASX 50 FUND,CTW 31.1819 NOV24 IW,30.06,20220701
SGMKOA,WAR,SIMS LIMITED,CTW 10.2786 MINIL   ,4.26,20221213
SGMKOB,WAR,SIMS LIMITED,CTW 9.4474 MINIL    ,2.04,20230517
SGMKOD,WAR,SIMS LIMITED,CTW 10.9298 MINIL   ,4.71,20230202
SGMKOF,WAR,SIMS LIMITED,CTW 11.6262 MINIL   ,4.28,20230214
SGPJOA,WAR,STOCKLAND,CTW NOV23 1.7955 IM ,2.14,20230216
SGPJOB,WAR,STOCKLAND,CTW SEP25 2.5896 IM ,1.555,20230628
SGPJOC,WAR,STOCKLAND,CTW JAN32 2.1047 IM ,2.5,20230508
SGPKOA,WAR,STOCKLAND,CTW 2.9255 MINIL    ,1.13,20230405
SGPKOB,WAR,STOCKLAND,CTW 3.1466 MINIL    ,0.86,20230615
SGPKOC,WAR,STOCKLAND,CTW 0.5296 MINIL    ,2.81,20220610
SGRJOA,WAR,THE STAR ENTERTAINMENT GROUP LIMITED,CTW FEB33 0.7826 IM ,0.365,20230630
SGRJOC,WAR,THE STAR ENTERTAINMENT GROUP LIMITED,CTW FEB33 0.6531 IM ,0.47,20230628
SGRKOA,WAR,THE STAR ENTERTAINMENT GROUP LIMITED,CTW 0.5637 MINIL    ,0.59,20230630
SGRKOB,WAR,THE STAR ENTERTAINMENT GROUP LIMITED,CTW 0.3044 MINIL    ,0.18,20230524
SGRKOC,WAR,THE STAR ENTERTAINMENT GROUP LIMITED,CTW 0.8442 MINIL    ,0.29,20230629
SHLJOA,WAR,SONIC HEALTHCARE LIMITED,CTW APR24 16.5655 IM,17.53,20220308
SHLJOB,WAR,SONIC HEALTHCARE LIMITED,CTW SEP25 21.1877 IM,14.82,20230428
SHLJOC,WAR,SONIC HEALTHCARE LIMITED,CTW JAN32 24.9149 IM,12.05,20230414
SHLJOD,WAR,SONIC HEALTHCARE LIMITED,CTW NOV32 16.7124 IM,-,-
SHLJOE,WAR,SONIC HEALTHCARE LIMITED,CTW NOV32 23.3848 IM,9.8,20230220
SHLKOA,WAR,SONIC HEALTHCARE LIMITED,CTW 27.1167 MINIL   ,8.94,20230426
SHLKOB,WAR,SONIC HEALTHCARE LIMITED,CTW 25.072 MINIL    ,-,-
SHLKOD,WAR,SONIC HEALTHCARE LIMITED,CTW 28.3968 MINIL   ,6.37,20230623
SHLSO1,WAR,SONIC HEALTHCARE LIMITED,CTW NOV32 16.2811 IW,-,-
SHLSO4,WAR,SONIC HEALTHCARE LIMITED,CTW FEB25 7.2031 IW ,29.52,20230412
